Price,Close,High,Low,Open,Volume
Ticker,JPM,JPM,JPM,JPM,JPM
Date,,,,,
1980-03-17,1.0479637384414673,1.067227903218411,1.044111044375526,1.044111044375526,62775
1980-03-18,1.055668830871582,1.0633745130169956,1.0479632479328702,1.0479632479328702,64125
1980-03-19,1.0710797309875488,1.0749326203507426,1.0633741506744971,1.0633741506744971,40500
1980-03-20,1.063374400138855,1.0710799822596122,1.0595217082851676,1.0710799822596122,18900
1980-03-21,1.0864923000335693,1.0864923000335693,1.0633755291281457,1.0633755291281457,97200
1980-03-24,1.0595225095748901,1.078786380238864,1.0595225095748901,1.078786380238864,90450
1980-03-25,1.055668830871582,1.0633745130169956,1.051816138608928,1.0595218207543413,72225
1980-03-26,1.063374400138855,1.0710799822596122,1.047963136690649,1.0556687188114064,31725
1980-03-27,1.055668830871582,1.0595218207543413,1.024846499116735,1.0595218207543413,62100
1980-03-28,1.0441113710403442,1.055669655267835,1.024847299443115,1.055669655267835,84375
1980-03-31,1.0749329328536987,1.0787856249236056,1.0556687780572866,1.0556687780572866,55350
1980-04-01,1.063374400138855,1.0941968278285756,1.0556687188114064,1.0749328725266822,126225
1980-04-02,1.1019030809402466,1.1019030809402466,1.07108063448156,1.07108063448156,58725
1980-04-03,1.1442838907241821,1.1558423689776667,1.125019727232794,1.125019727232794,311175
1980-04-07,1.1519895792007446,1.1712537444052777,1.140431099919375,1.1442839924843318,115425
1980-04-08,1.132725477218628,1.1442839561328089,1.132725477218628,1.1442839561328089,218025
1980-04-09,1.1173145771026611,1.1250201661400259,1.094197809990567,1.1250201661400259,181575
1980-04-10,1.1404309272766113,1.148136711239994,1.1173140714201397,1.1173140714201397,191700
1980-04-11,1.1404309272766113,1.1635479815465537,1.1365782337083907,1.1404309272766113,112050
1980-04-14,1.1365782022476196,1.1404308957091969,1.1288726169110002,1.1404308957091969,18900
1980-04-15,1.109608769416809,1.128872936627776,1.109608769416809,1.128872936627776,63450
1980-04-16,1.1288729906082153,1.1288729906082153,1.1173144103635186,1.1173144103635186,30375
1980-04-17,1.109608769416809,1.121167249902037,1.1057560748640807,1.121167249902037,43875
1980-04-18,1.1019030809402466,1.1211671471794578,1.1019030809402466,1.1096086677532304,27675
1980-04-21,1.0749329328536987,1.0980497797200177,1.0633744598171908,1.0980497797200177,83700
1980-04-22,1.109608769416809,1.109608769416809,1.0633751450961793,1.0749336255814073,122850
1980-04-23,1.109608769416809,1.109608769416809,1.0826392131003855,1.109608769416809,132300
1980-04-24,1.1019030809402466,1.1096086677532304,1.0864918081075274,1.1096086677532304,209250
1980-04-25,1.0864923000335693,1.0980508838998742,1.082639604089462,1.0980508838998742,21600
1980-04-28,1.109608769416809,1.1173143569357873,1.0980504873451027,1.0980504873451027,141750
1980-04-29,1.1134612560272217,1.1173139491739161,1.1057556713203838,1.1096083644670782,45225
1980-04-30,1.1250200271606445,1.128873019616908,1.1019032629042804,1.1134617442392305,85050
