Price,Close,High,Low,Open,Volume
Ticker,UPS,UPS,UPS,UPS,UPS
Date,,,,,
1999-11-10,33.96561050415039,34.99204378861648,32.099368168757515,32.34820048014323,80793700
1999-11-11,37.324851989746094,38.289077332814536,34.21444765726726,34.21444765726726,28309000
1999-11-12,35.08534622192383,38.13354119510515,34.463265615152125,37.8225008917193,14768100
1999-11-15,34.33887481689453,35.27199641517971,33.49906537843788,35.08537209552267,8675100
1999-11-16,32.84587097167969,33.84120039506392,32.34820625998757,33.7789923061024,6978600
1999-11-17,33.68566131591797,33.93449353247138,32.41039620608174,32.628124395565976,5806900
1999-11-18,33.001380920410156,34.307750381915554,32.908068816016915,33.81008582515159,4718700
1999-11-19,32.348201751708984,33.00138659477234,31.974953269958498,33.00138659477234,5091100
1999-11-22,31.41508674621582,31.974959579316696,30.357549172580832,31.88164744046655,4785400
1999-11-23,32.93915557861328,33.34350781895509,31.477266709685214,31.539474746660876,2832200
1999-11-24,33.839046478271484,34.08901173388198,32.96416808363473,32.995413740586045,2179400
1999-11-26,34.55768966674805,34.71391792021436,34.08900490634912,34.21398750912216,1322500
1999-11-29,34.057769775390625,35.120122227100055,33.495347889191514,34.99513958572248,1987000
1999-11-30,33.02665710449219,33.807798474040254,33.02665710449219,33.68281585491256,1686100
1999-12-01,32.932926177978516,33.6828220302285,32.80794353593685,33.12040014104101,1405700
1999-12-02,33.52659606933594,33.52659606933594,32.93292847817342,32.995419803558946,1391000
1999-12-03,33.214134216308594,33.83904737183651,33.1516429007558,33.714064740730926,1753500
1999-12-06,33.12039566040039,33.245378285533974,32.682956472432835,33.245378285533974,1398900
1999-12-07,33.99528884887695,33.99528884887695,32.93293607234955,32.96418174224741,1793100
1999-12-08,34.18274688720703,34.18274688720703,33.37035984966829,33.99527295546732,1774000
1999-12-09,33.745304107666016,34.37021714669687,33.30786498034442,34.18274323498761,1713600
1999-12-10,33.05789566040039,33.49533473341136,32.68294788353384,33.182878252689235,1248600
1999-12-13,32.99541473388672,33.46409960226579,32.43299289183183,33.182888681238346,1417800
1999-12-14,32.4954948425293,32.995425532414366,32.37051217005803,32.995425532414366,1886600
1999-12-15,31.87057113647461,32.52672995399026,31.839325478497674,32.49548429601333,1602800
1999-12-16,31.995553970336914,32.02679962851107,31.62060607224703,31.870571337640285,1364600
1999-12-17,33.30787658691406,33.80780719234617,32.339261038889354,32.370506701728864,1980800
1999-12-20,34.2452507019043,34.2452507019043,33.464109034433854,33.83905703481967,1501300
1999-12-21,34.49518966674805,34.49518966674805,33.74529423921005,34.12024195297904,1265200
1999-12-22,33.4953498840332,34.46396541239611,33.026664950954384,34.46396541239611,1264700
1999-12-23,33.870304107666016,33.932795443658016,32.80795139580195,33.24539074774598,1180600
1999-12-27,34.83891296386719,34.83891296386719,33.74531479908212,34.24524538869815,1478800
1999-12-28,34.49518966674805,34.838891737702966,34.026505024536796,34.74515480926071,1051400
1999-12-29,33.99528884887695,34.68269358662998,33.7765691595919,34.49521956724279,904700
1999-12-30,33.99528884887695,34.74518492642571,33.99528884887695,34.620202246834246,926700
1999-12-31,34.49518966674805,34.74515480926071,34.18273323860721,34.43269838111988,649300
2000-01-03,33.52659606933594,34.870159565124794,33.495350406643176,34.83891390243203,1273200
2000-01-04,32.4642333984375,33.495339945259865,32.308005133767445,33.495339945259865,1385800
2000-01-05,33.99528884887695,33.99528884887695,32.37051401418798,32.43300535398371,1401700
2000-01-06,33.99528884887695,34.05778018867268,32.49549669377944,32.93293607234955,1959100
2000-01-07,33.182891845703125,33.80780506313633,32.87043523698652,33.80780506313633,996000
2000-01-10,33.52659606933594,33.71407004549253,33.214139442408296,33.43285908125765,1191700
2000-01-11,32.620479583740234,33.714078037218115,32.620479583740234,33.557849686721276,1020000
2000-01-12,33.682823181152344,33.745314504308475,32.71420767223238,33.05790994959108,1097700
2000-01-13,34.151512145996094,34.24524914182225,33.682827166865316,33.80780982796686,1071200
2000-01-14,34.526451110839844,34.62018808218149,34.151503225473256,34.432714139498195,1160000
2000-01-18,34.33896255493164,34.49519077401686,33.68280403477371,34.49519077401686,980500
2000-01-19,34.12025451660156,34.276482788197725,33.714061010451545,34.24523713387849,1087300
2000-01-20,34.432735443115234,34.55771814889787,34.057787325767336,34.057787325767336,1972000
2000-01-21,33.62032699584961,34.43271407939245,33.33911608231555,34.43271407939245,1270100
2000-01-24,32.99541473388672,34.12025841799649,32.99541473388672,33.93278447064486,831400
2000-01-25,32.932926177978516,33.307874104103504,32.370504288791025,32.80794353593685,1263000
2000-01-26,32.5579833984375,32.80794872203395,32.24552674394194,32.620474729336614,933400
2000-01-27,32.5579833984375,32.68296606023572,31.99556142034549,32.65172039478617,1128400
2000-01-28,32.4642333984375,32.932918192447666,31.995548604427334,32.55797035723953,1324700
2000-01-31,29.995824813842773,31.995546468098958,29.495894400278726,31.49561605453491,5745800
2000-02-01,30.68324089050293,30.745732216145502,29.15220341225991,29.839607994328205,4761000
2000-02-02,29.12095832824707,29.96459124118985,28.589782049727543,29.870854250862877,4740600
2000-02-03,28.808500289916992,29.745870147506484,28.683517642238392,29.620887499827884,1951900
2000-02-04,28.18358039855957,29.08970438033144,28.02735212584028,29.08970438033144,1745200
2000-02-07,27.871116638183594,28.402292627924762,27.746134052362144,28.308555688558673,1480200
2000-02-08,29.683380126953125,29.683380126953125,27.87113165604441,28.121096962376644,2055100
2000-02-09,28.995960235595703,29.808347052541272,28.995960235595703,29.745855758930077,1209400
2000-02-10,28.527280807495117,29.24593081688437,28.246069934255843,29.02721124880938,995700
2000-02-11,27.55866813659668,28.496037801106773,27.55866813659668,28.40230083465576,1013900
2000-02-14,27.183727264404297,27.746149207805765,27.05874461031508,27.652412217238854,2052800
2000-02-15,27.464937210083008,27.496182872438048,26.777532638272056,27.21497191124266,1182900
2000-02-16,27.996109008789062,28.214828610420227,27.246213231767925,27.589915462902614,1530000
2000-02-17,28.995960235595703,29.120942822818098,28.05859083142774,28.246064712261333,1036000
2000-02-18,28.46479606628418,29.714622457778546,27.621163252025486,28.995972282669285,1529200
2000-02-22,27.496198654174805,28.46481474312869,27.27747889215296,28.46481474312869,1226000
2000-02-23,27.464937210083008,28.121096119538915,27.0274979371124,27.527428534793092,855700
