Price,Close,High,Low,Open,Volume
Ticker,LOW,LOW,LOW,LOW,LOW
Date,,,,,
1980-03-17,0.27123937010765076,0.27807749042266516,0.27123937010765076,0.27123937010765076,217600
1980-03-18,0.2644013464450836,0.27351863425353473,0.2644013464450836,0.27123945142019346,272000
1980-03-19,0.2644013464450836,0.2666805292784249,0.2621221636117423,0.2644013464450836,777600
1980-03-20,0.2644013464450836,0.2689602859766986,0.2644013464450836,0.2644013464450836,2105600
1980-03-21,0.25984296202659607,0.266680492185739,0.25984296202659607,0.26440130966941,348800
1980-03-24,0.24616678059101105,0.2552840687610485,0.24616678059101102,0.2552840687610485,252800
1980-03-25,0.2507255971431732,0.2507255971431732,0.24844584147433665,0.24844584147433665,252800
1980-03-26,0.2507255971431732,0.25300476155749796,0.24844584147433665,0.2507255971431732,396800
1980-03-27,0.24844597280025482,0.2507257296741468,0.24844597280025485,0.2507257296741468,112000
1980-03-28,0.24388748407363892,0.2507256035248516,0.24388748407363892,0.2484458477979888,1651200
1980-03-31,0.2507255971431732,0.25300476155749796,0.24388747786601006,0.24388747786601006,134400
1980-04-01,0.25984296202659607,0.25984296202659607,0.25528402312908555,0.25528402312908555,134400
1980-04-02,0.26896023750305176,0.27123940253578166,0.2644012987930764,0.2644012987930764,102400
1980-04-03,0.2735186517238617,0.2735186517238617,0.27123946874494326,0.27123946874494326,608000
1980-04-07,0.2780776023864746,0.2780776023864746,0.2735186623859555,0.2735186623859555,89600
1980-04-08,0.2735186517238617,0.2735186517238617,0.27123946874494326,0.2735186517238617,156800
1980-04-09,0.2757977247238159,0.2826358274088848,0.27351854265375947,0.27351854265375947,755200
1980-04-10,0.28719475865364075,0.28719475865364075,0.27807747411312145,0.27807747411312145,195200
1980-04-11,0.28947389125823975,0.29175307302252196,0.2871947268837958,0.2871947268837958,464000
1980-04-14,0.28719475865364075,0.2894739232802087,0.28719475865364075,0.2894739232802087,124800
1980-04-15,0.28491508960723877,0.28719484618318436,0.28491508960723877,0.28719484618318436,73600
1980-04-16,0.2826359272003174,0.28491511007509435,0.2803567443255405,0.28491511007509435,233600
1980-04-17,0.2735186517238617,0.2735186517238617,0.2735186517238617,0.2735186517238617,131200
1980-04-18,0.26896023750305176,0.2735185849583549,0.26896023750305176,0.2735185849583549,134400
1980-04-21,0.2552841901779175,0.26440148268427166,0.2552841901779175,0.26440148268427166,204800
1980-04-22,0.2575632333755493,0.26212215537404493,0.2575632333755493,0.2575632333755493,67200
1980-04-23,0.25984296202659607,0.25984296202659607,0.2575632056454145,0.2575632056454145,80000
1980-04-24,0.25984296202659607,0.25984296202659607,0.2575632056454145,0.25984296202659607,153600
1980-04-25,0.2621220350265503,0.2644012167418283,0.2621220350265503,0.2621220350265503,310400
1980-04-28,0.27123937010765076,0.2735185522577354,0.26896020534740733,0.26896020534740733,137600
1980-04-29,0.27123937010765076,0.2735185522577354,0.27123937010765076,0.27123937010765076,640000
1980-04-30,0.2735186517238617,0.2757978347027802,0.27123946874494326,0.27123946874494326,422400
1980-05-01,0.2780776023864746,0.2803567680643902,0.2757978454537193,0.2757978454537193,163200
1980-05-02,0.300870418548584,0.300870418548584,0.28263584772745765,0.28263584772745765,531200
1980-05-05,0.29631203413009644,0.29631203413009644,0.29403229557474564,0.29631203413009644,169600
1980-05-06,0.2917531728744507,0.2940323554187785,0.2917531728744507,0.2940323554187785,182400
1980-05-07,0.2985914349555969,0.30087061870575244,0.28947414347966505,0.29175332722982056,499200
1980-05-08,0.29403233528137207,0.298591256532816,0.29403233528137207,0.298591256532816,80000
1980-05-09,0.300870418548584,0.30314960078248987,0.2985912363146781,0.2985912363146781,710400
1980-05-12,0.29403233528137207,0.3008704389210493,0.29403233528137207,0.3008704389210493,473600
1980-05-13,0.2985914349555969,0.2985914349555969,0.29403251097997607,0.29403251097997607,67200
1980-05-14,0.300870418548584,0.30314960078248987,0.2985912363146781,0.2985912363146781,92800
1980-05-15,0.30314961075782776,0.30542934954168954,0.30087042844892387,0.30087042844892387,160000
1980-05-16,0.300870418548584,0.30314960078248987,0.300870418548584,0.30314960078248987,329600
1980-05-19,0.2985914349555969,0.30087061870575244,0.2963122512054414,0.30087061870575244,67200
1980-05-20,0.2985914349555969,0.2985914349555969,0.2985914349555969,0.2985914349555969,35200
