Price,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
Ticker,TXN,UNH,UNP,V,TXN,UNH,UNP,V,TXN,UNH,UNP,V,TXN,UNH,UNP,V,TXN,UNH,UNP,V
Date,,,,,,,,,,,,,,,,,,,,
1972-06-01,0.706862211227417,,,,0.7079438011811652,,,,0.7019946603213026,,,,0.7019946603213026,,,,825600,,,
1972-06-02,0.7198418378829956,,,,0.7214642222613948,,,,0.7144334938408853,,,,0.7144334938408853,,,,2496000,,,
1972-06-05,0.7209240198135376,,,,0.7279547540108278,,,,0.7182200436278254,,,,0.7198424293392527,,,,960000,,,
1972-06-06,0.6906366944313049,,,,0.7225455565005121,,,,0.6906366944313049,,,,0.7209231726954608,,,,1824000,,,
1972-06-07,0.6879335045814514,,,,0.6938826480865811,,,,0.6879335045814514,,,,0.6906374806681358,,,,604800,,,
1972-06-08,0.6890146732330322,,,,0.6965861977552334,,,,0.6873922885741709,,,,0.687933083460458,,,,1180800,,,
1972-06-09,0.6857699155807495,,,,0.690096274744641,,,,0.680361570511697,,,,0.6890146849536681,,,,451200,,,
1972-06-12,0.6900966167449951,,,,0.6906374119084906,,,,0.6884742312545087,,,,0.6884742312545087,,,,153600,,,
1972-06-13,0.7187602519989014,,,,0.7187602519989014,,,,0.693341312149958,,,,0.693341312149958,,,,700800,,,
1972-06-14,0.7311998605728149,,,,0.7344446317250857,,,,0.7225463452712821,,,,0.7225463452712821,,,,787200,,,
1972-06-15,0.7306591272354126,,,,0.7398530423929047,,,,0.7279547549318404,,,,0.7311999224732393,,,,787200,,,
1972-06-16,0.7257910966873169,,,,0.7284950710982682,,,,0.7193011619868553,,,,0.7284950710982682,,,,576000,,,
1972-06-19,0.7225456237792969,,,,0.7230864184313359,,,,0.7182192665629844,,,,0.7230864184313359,,,,720000,,,
1972-06-20,0.7344444394111633,,,,0.7344444394111633,,,,0.7279545026916033,,,,0.7279545026916033,,,,460800,,,
1972-06-21,0.7301182746887207,,,,0.7409345747106935,,,,0.7301182746887207,,,,0.7344446362517466,,,,1872000,,,
1972-06-22,0.7306591272354126,,,,0.7311999224732393,,,,0.7268731644561871,,,,0.7301183319975859,,,,604800,,,
