Price,Close,High,Low,Open,Volume
Ticker,CAT,CAT,CAT,CAT,CAT
Date,,,,,
1962-01-02,0.4673362076282501,0.4718881827745301,0.4627842324819701,0.4673362076282501,163200
1962-01-03,0.4718882441520691,0.4718882441520691,0.46278429267537674,0.46733626841372294,156000
1962-01-04,0.4840269088745117,0.49768284308568,0.48250967546127954,0.48250967546127954,355200
1962-01-05,0.48857852816581726,0.4946480130231118,0.48250932113901146,0.48402655343809076,163200
1962-01-08,0.4916134178638458,0.4961653939551777,0.48554420901892725,0.48857867452610054,204000
1962-01-09,0.49616506695747375,0.5007170400488268,0.4870611207747678,0.4916130938661208,290400
1962-01-10,0.49009615182876587,0.4992001033931977,0.4885786413476585,0.49616536026153607,182400
1962-01-11,0.4976828396320343,0.49768283963203425,0.48554441674902493,0.49009639478782613,384000
1962-01-12,0.5007176399230957,0.5067868520391956,0.49161368283358486,0.4976828949496848,352800
1962-01-15,0.49919983744621277,0.5037518108033806,0.49161312257413126,0.500717069288467,280800
1962-01-16,0.4946207106113434,0.4976740180510812,0.49156740317160563,0.4976740180510812,163200
1962-01-17,0.49309366941452026,0.5007265105572528,0.4915668775621213,0.49462018173710365,160800
1962-01-18,0.5037800669670105,0.5037800669670105,0.49309391629890753,0.49309391629890753,261600
1962-01-19,0.5129396319389343,0.5129396319389343,0.4946203593696866,0.5037799956543104,357600
1962-01-22,0.5114131569862366,0.5190460014360737,0.5114131569862366,0.5129396699702167,261600
1962-01-23,0.5007266998291016,0.5159929469447525,0.5007266998291016,0.5114131287160415,223200
1962-01-24,0.4976736903190613,0.5007267162181819,0.48851405356183886,0.5007267162181819,120000
1962-01-25,0.5007266998291016,0.5053065180578127,0.49614688160039055,0.49767367402990836,151200
1962-01-26,0.5007266998291016,0.5053065180578127,0.4946203687007939,0.5007266998291016,108000
1962-01-29,0.5053064227104187,0.5053064227104187,0.4992000927343281,0.5007266053458836,122400
1962-01-30,0.4976736903190613,0.5037800216472328,0.4961468978395706,0.5037800216472328,120000
1962-01-31,0.5007266998291016,0.5053065180578127,0.49767367402990836,0.49767367402990836,189600
