Price,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
Ticker,NVDA,ORCL,NVDA,ORCL,NVDA,ORCL,NVDA,ORCL,NVDA,ORCL
Date,,,,,,,,,,
1986-03-12,,0.050810206681489944,,0.05142935448162027,,0.050810206681489944,,0.050810206681489944,,393012000
1986-03-13,,0.05204932019114494,,0.0526684681836,,0.05204932019114494,,0.05204932019114494,,125290800
1986-03-14,,0.05390836298465729,,0.05452751092350885,,0.05390836298465729,,0.05390836298465729,,57866400
1986-03-17,,0.05266845226287842,,0.053288401809599026,,0.05266845226287842,,0.053288401809599026,,28285200
1986-03-18,,0.051429349929094315,,0.05204929941576278,,0.051429349929094315,,0.05204929941576278,,32335200
1986-03-19,,0.05019024759531021,,0.05142934470134897,,0.05019024759531021,,0.05142934470134897,,22712400
1986-03-20,,0.05019024759531021,,0.05081019701896139,,0.05019024759531021,,0.05019024759531021,,17787600
1986-03-21,,0.04833120107650757,,0.04957029818282545,,0.04833120107650757,,0.04957029818282545,,16232400
1986-03-24,,0.04833120107650757,,0.0489511505002984,,0.04833120107650757,,0.04833120107650757,,20736000
1986-03-25,,0.04833120107650757,,0.0489511505002984,,0.04833120107650757,,0.04833120107650757,,21675600
1986-03-26,,0.0489511676132679,,0.0501902651527652,,0.0489511676132679,,0.0489511676132679,,23328000
1986-03-27,,0.050810206681489944,,0.05204930402316666,,0.050810206681489944,,0.050810206681489944,,21513600
1986-03-31,,0.051429349929094315,,0.05204929941576278,,0.051429349929094315,,0.051429349929094315,,9882000
1986-04-01,,0.0489511676132679,,0.04957031551224452,,0.0489511676132679,,0.04957031551224452,,20314800
1986-04-02,,0.04833120107650757,,0.04957029818282545,,0.04833120107650757,,0.0489511505002984,,12960000
1986-04-03,,0.05019024759531021,,0.05142934470134897,,0.05019024759531021,,0.05019024759531021,,11955600
1986-04-04,,0.04957030341029167,,0.05081020238862763,,0.04957030341029167,,0.05019025289945965,,10659600
1986-04-07,,0.05019024759531021,,0.05081019701896139,,0.05019024759531021,,0.05019024759531021,,9007200
1986-04-08,,0.05019024759531021,,0.05142934470134897,,0.05019024759531021,,0.05019024759531021,,15001200
1986-04-09,,0.05019024759531021,,0.05081019701896139,,0.05019024759531021,,0.05019024759531021,,8942400
