Price,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
Ticker,DIS,DUK,EMR,FDX,DIS,DUK,EMR,FDX,DIS,DUK,EMR,FDX,DIS,DUK,EMR,FDX,DIS,DUK,EMR,FDX
Date,,,,,,,,,,,,,,,,,,,,
1962-01-02,0.0574408583343029,,,,0.05936857871036529,,,,0.0574408583343029,,,,0.0574408583343029,,,,841958,,,
1962-01-03,0.05821183696389198,,,,0.058404732967910246,,,,0.05744087480665314,,,,0.05744087480665314,,,,801865,,,
1962-01-04,0.05821183696389198,,,,0.058404732967910246,,,,0.057826666814689676,,,,0.058211836963891976,,,,962238,,,
1962-01-05,0.05840473622083664,,,,0.058597632235598496,,,,0.058019561443819805,,,,0.05821184020607478,,,,962238,,,
1962-01-08,0.05821183696389198,,,,0.05917569973151082,,,,0.057055700051089106,,,,0.058404732967910246,,,,1282984,,,
1962-01-09,0.05936858803033829,,,,0.05936858803033828,,,,0.0578266593096191,,,,0.05821182940883184,,,,641492,,,
1962-01-10,0.05994667857885361,,,,0.060332470694300776,,,,0.05936861226469023,,,,0.05936861226469023,,,,681585,,,
1962-01-11,0.06168146803975105,,,,0.062067259930364944,,,,0.059754364949895854,,,,0.059946643642918164,,,,2004663,,,
1962-01-12,0.059754349291324615,,,,0.061874347770943146,,,,0.0589833875707716,,,,0.061681451876184394,,,,2004663,,,
1962-01-15,0.059754349291324615,,,,0.060139523828719246,,,,0.05936856210816623,,,,0.059754349291324615,,,,641492,,,
1962-01-16,0.05821183696389198,,,,0.059368595735529085,,,,0.057826666814689676,,,,0.059368595735529085,,,,360839,,,
1962-01-17,0.05628470331430435,,,,0.05821180120039792,,,,0.05628470331430435,,,,0.05821180120039792,,,,400933,,,
1962-01-18,0.0574408583343029,,,,0.05782665023170566,,,,0.05666989179179288,,,,0.05666989179179288,,,,320746,,,
1962-01-19,0.0585976168513298,,,,0.058597616851329797,,,,0.05782665485356026,,,,0.05782665485356026,,,,441026,,,
1962-01-22,0.05956147611141205,,,,0.05956147611141205,,,,0.05898341006516185,,,,0.05898341006516185,,,,360839,,,
1962-01-23,0.05936858803033829,,,,0.06091051675105747,,,,0.058983413324764394,,,,0.059561479402960284,,,,1202798,,,
1962-01-24,0.0585976168513298,,,,0.05936858345546012,,,,0.05782665485356026,,,,0.05936858345546012,,,,360839,,,
1962-01-25,0.05782664939761162,,,,0.05879050726855988,,,,0.057826649397611625,,,,0.058597611322640845,,,,160373,,,
1962-01-26,0.0574408583343029,,,,0.058597612167855265,,,,0.0574408583343029,,,,0.05782665023170566,,,,360839,,,
1962-01-29,0.0574408583343029,,,,0.05821182027045251,,,,0.0574408583343029,,,,0.0574408583343029,,,,240560,,,
1962-01-30,0.05782664939761162,,,,0.05801954073717031,,,,0.057055682866222056,,,,0.057440857505773546,,,,681585,,,
1962-01-31,0.05782664939761162,,,,0.05801954073717031,,,,0.057440857505773546,,,,0.057826649397611625,,,,320746,,,
1962-02-01,0.0585976168513298,,,,0.05956147481321812,,,,0.05782665485356026,,,,0.05782665485356026,,,,1282984,,,
1962-02-02,0.0585976168513298,,,,0.05936858345546012,,,,0.058597616851329797,,,,0.058597616851329797,,,,641492,,,
1962-02-05,0.0585976168513298,,,,0.05917568749134133,,,,0.058597616851329797,,,,0.058597616851329797,,,,400933,,,
1962-02-06,0.05821183696389198,,,,0.058983420979965055,,,,0.058211836963891976,,,,0.058597628971928516,,,,240560,,,
1962-02-07,0.05898341163992882,,,,0.05936858633450035,,,,0.058597619692982515,,,,0.058597619692982515,,,,1403264,,,
1962-02-08,0.06052533909678459,,,,0.06110340514681801,,,,0.0597543724708047,,,,0.0597543724708047,,,,2084849,,,
1962-02-09,0.060910530388355255,,,,0.06129631782633459,,,,0.06071825161871509,,,,0.06071825161871509,,,,1042425,,,
1962-02-12,0.060910530388355255,,,,0.06110342180416384,,,,0.06052535559654433,,,,0.06091053038835525,,,,641492,,,
1962-02-13,0.060910530388355255,,,,0.06091053038835525,,,,0.06013956355220283,,,,0.06091053038835525,,,,641492,,,
1962-02-14,0.06013956293463707,,,,0.060718250995206856,,,,0.06013956293463708,,,,0.060718250995206856,,,,200466,,,
