Price,Close,High,Low,Open,Volume
Ticker,BK,BK,BK,BK,BK
Date,,,,,
1973-05-03,0.5102475881576538,0.5102475881576538,0.5064678473255378,0.5064678473255378,76981
1973-05-04,0.5102475881576538,0.5102475881576538,0.5064678473255378,0.5102475881576538,56604
1973-05-07,0.5102475881576538,0.5102475881576538,0.5026884737477592,0.5102475881576538,61132
1973-05-08,0.5064674615859985,0.5064674615859985,0.5064674615859985,0.5064674615859985,22642
1973-05-09,0.5140271186828613,0.5140271186828613,0.5026882680799807,0.5064676401114829,378115
1973-05-10,0.5140271186828613,0.5140271186828613,0.5140271186828613,0.5140271186828613,20377
1973-05-11,0.5140271186828613,0.5140271186828613,0.5102473793971721,0.5140271186828613,15849
1973-05-14,0.5102475881576538,0.5102475881576538,0.5064678473255378,0.5102475881576538,15849
1973-05-15,0.5064674615859985,0.5102471995393622,0.5026880908866924,0.5102471995393622,72453
1973-05-16,0.5064674615859985,0.5140269374927258,0.5064674615859985,0.5064674615859985,54340
1973-05-17,0.5102475881576538,0.5102475881576538,0.5064678473255378,0.5064678473255378,13585
1973-05-18,0.5102475881576538,0.5102475881576538,0.5026884737477592,0.5102475881576538,40755
1973-05-21,0.502687931060791,0.510247037310099,0.502687931060791,0.510247037310099,86038
1973-05-22,0.5064674615859985,0.5102471995393622,0.5026880908866924,0.5026880908866924,124529
1973-05-23,0.5102475881576538,0.5102475881576538,0.5064678473255378,0.5064678473255378,33962
1973-05-24,0.5140271186828613,0.5140271186828613,0.5064676401114829,0.5102473793971721,22642
1973-05-25,0.5178065299987793,0.5178065299987793,0.5140271171723623,0.5140271171723623,81510
1973-05-29,0.5140271186828613,0.5178065315203844,0.5140271186828613,0.5178065315203844,67925
1973-05-30,0.5140271186828613,0.5178065315203844,0.5140271186828613,0.5140271186828613,11321
1973-05-31,0.5178065299987793,0.5178065299987793,0.5178065299987793,0.5178065299987793,11321
1973-06-01,0.5102475881576538,0.5140273289897698,0.5102475881576538,0.5140273289897698,27170
1973-06-04,0.5064674615859985,0.5102471995393622,0.5026880908866924,0.5102471995393622,92831
1973-06-05,0.5064674615859985,0.5102471995393622,0.5064674615859985,0.5064674615859985,36227
1973-06-06,0.5064674615859985,0.5102471995393622,0.5064674615859985,0.5064674615859985,58868
1973-06-07,0.5102475881576538,0.5102475881576538,0.5102475881576538,0.5102475881576538,79246
1973-06-08,0.5102475881576538,0.5102475881576538,0.5064678473255378,0.5102475881576538,6792
1973-06-11,0.5178065299987793,0.5178065299987793,0.5140271171723623,0.5140271171723623,90566
1973-06-12,0.5178065299987793,0.5178065299987793,0.5178065299987793,0.5178065299987793,4528
1973-06-13,0.5140271186828613,0.5178065315203844,0.5140271186828613,0.5178065315203844,15849
1973-06-14,0.5140271186828613,0.5140271186828613,0.5140271186828613,0.5140271186828613,22642
1973-06-15,0.5140271186828613,0.5140271186828613,0.5140271186828613,0.5140271186828613,6792
1973-06-18,0.5102475881576538,0.5140273289897698,0.5102475881576538,0.5140273289897698,29434
1973-06-19,0.5140271186828613,0.5140271186828613,0.5102473793971721,0.5102473793971721,67925
1973-06-20,0.5178065299987793,0.5178065299987793,0.5140271171723623,0.5140271171723623,15849
1973-06-21,0.5140271186828613,0.5178065315203844,0.5140271186828613,0.5178065315203844,6792
1973-06-22,0.5140271186828613,0.5140271186828613,0.5140271186828613,0.5140271186828613,4528
1973-06-25,0.5140271186828613,0.5140271186828613,0.5140271186828613,0.5140271186828613,6792
1973-06-26,0.5140271186828613,0.5140271186828613,0.5140271186828613,0.5140271186828613,43019
1973-06-27,0.5140271186828613,0.5140271186828613,0.5140271186828613,0.5140271186828613,13585
1973-06-28,0.5140271186828613,0.5140271186828613,0.5140271186828613,0.5140271186828613,27170
1973-06-29,0.5140271186828613,0.5178065315203844,0.5140271186828613,0.5140271186828613,92831
1973-07-02,0.5178065299987793,0.5178065299987793,0.5140271171723623,0.5140271171723623,18113
1973-07-03,0.5178065299987793,0.5178065299987793,0.5140271171723623,0.5178065299987793,72453
1973-07-05,0.5178065299987793,0.5178065299987793,0.5178065299987793,0.5178065299987793,18113
1973-07-06,0.5178065299987793,0.5178065299987793,0.5178065299987793,0.5178065299987793,61132
1973-07-09,0.5215864777565002,0.5215864777565002,0.5178067369711192,0.5178067369711192,49812
1973-07-10,0.5215864777565002,0.5253662185418813,0.5215864777565002,0.5215864777565002,95095
1973-07-11,0.5215864777565002,0.5253662185418813,0.5215864777565002,0.5215864777565002,27170
1973-07-12,0.5253658294677734,0.5253658294677734,0.5215860914815813,0.5215860914815813,58868
1973-07-13,0.5215864777565002,0.5253662185418813,0.5215864777565002,0.5253662185418813,58868
1973-07-16,0.5215864777565002,0.5215864777565002,0.5215864777565002,0.5215864777565002,33962
1973-07-17,0.5140271186828613,0.5178065315203844,0.5140271186828613,0.5178065315203844,38491
1973-07-18,0.5064674615859985,0.5140269374927258,0.5064674615859985,0.5140269374927258,348681
1973-07-19,0.5102475881576538,0.5140273289897698,0.5064678473255378,0.5064678473255378,253586
1973-07-20,0.502687931060791,0.510247037310099,0.502687931060791,0.510247037310099,230944
1973-07-23,0.5140271186828613,0.5140271186828613,0.5026882680799807,0.5026882680799807,31698
