Price,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,AAPL,ADBE,AMGN,AAPL,ADBE,AMGN,AAPL,ADBE,AMGN,AAPL,ADBE,AMGN,AAPL,ADBE,AMGN
Date,,,,,,,,,,,,,,,
1980-12-12,0.09859664738178253,,,0.09902530466742138,,,0.09859664738178253,,,0.09859664738178253,,,469033600,,
1980-12-15,0.09345278143882751,,,0.09388143863924236,,,0.09345278143882751,,,0.09388143863924236,,,175884800,,
1980-12-16,0.08659354597330093,,,0.08702219745467438,,,0.08659354597330093,,,0.08702219745467438,,,105728000,,
1980-12-17,0.08873682469129562,,,0.08916548194383776,,,0.08873682469129562,,,0.08873682469129562,,,86441600,,
1980-12-18,0.09130947291851044,,,0.09173812420908808,,,0.09130947291851044,,,0.09130947291851044,,,73449600,,
1980-12-19,0.09688200056552887,,,0.09731065772232218,,,0.09688200056552887,,,0.09688200056552887,,,48630400,,
1980-12-22,0.10159721225500107,,,0.1020266363879695,,,0.10159721225500107,,,0.10159721225500107,,,37363200,,
1980-12-23,0.10588452965021133,,,0.10631318688423005,,,0.10588452965021133,,,0.10588452965021133,,,46950400,,
1980-12-24,0.11145707219839096,,,0.1118857295587375,,,0.11145707219839096,,,0.11145707219839096,,,48003200,,
1980-12-26,0.1217455193400383,,,0.12217417660258684,,,0.1217455193400383,,,0.1217455193400383,,,55574400,,
1980-12-29,0.12346011400222778,,,0.12388877118512462,,,0.1234601140022278,,,0.1234601140022278,,,93161600,,
1980-12-30,0.12045959383249283,,,0.12088823977195326,,,0.12045959383249283,,,0.12088823977195326,,,68880000,,
1980-12-31,0.11703033745288849,,,0.11745899476546987,,,0.11703033745288847,,,0.11745899476546987,,,35750400,,
1981-01-02,0.11831628531217575,,,0.11917359984581183,,,0.11831628531217575,,,0.11831628531217575,,,21660800,,
1981-01-05,0.11574434489011765,,,0.1161729906368837,,,0.11574434489011765,,,0.1161729906368837,,,35728000,,
1981-01-06,0.11059972643852234,,,0.11102838367856871,,,0.11059972643852235,,,0.11102838367856871,,,45158400,,
1981-01-07,0.10588452965021133,,,0.10631318688423005,,,0.10588452965021133,,,0.10631318688423005,,,55686400,,
1981-01-08,0.10374125093221664,,,0.10416989665539302,,,0.10374125093221664,,,0.10416989665539302,,,39827200,,
