Price,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
Ticker,AXP,BKNG,AXP,BKNG,AXP,BKNG,AXP,BKNG,AXP,BKNG
Date,,,,,,,,,,
1972-06-01,1.230039358139038,,1.230039358139038,,1.230039358139038,,1.230039358139038,,0,
1972-06-02,1.2246805429458618,,1.2246805429458618,,1.2246805429458618,,1.2246805429458618,,0,
1972-06-05,1.2005620002746582,,1.2005620002746582,,1.2005620002746582,,1.2005620002746582,,0,
1972-06-06,1.136245608329773,,1.136245608329773,,1.136245608329773,,1.136245608329773,,0,
1972-06-07,1.1228467226028442,,1.1228467226028442,,1.1228467226028442,,1.1228467226028442,,0,
1972-06-08,1.149645447731018,,1.149645447731018,,1.149645447731018,,1.149645447731018,,0,
1972-06-09,1.1416054964065552,,1.1416054964065552,,1.1416054964065552,,1.1416054964065552,,0,
1972-06-12,1.1603655815124512,,1.1603655815124512,,1.1603655815124512,,1.1603655815124512,,0,
1972-06-13,1.1603655815124512,,1.1603655815124512,,1.1603655815124512,,1.1603655815124512,,0,
1972-06-14,1.1469651460647583,,1.1469651460647583,,1.1469651460647583,,1.1469651460647583,,0,
1972-06-15,1.13356614112854,,1.13356614112854,,1.13356614112854,,1.13356614112854,,0,
1972-06-16,1.1308867931365967,,1.1308867931365967,,1.1308867931365967,,1.1308867931365967,,0,
1972-06-19,1.1201673746109009,,1.1201673746109009,,1.1201673746109009,,1.1201673746109009,,0,
1972-06-20,1.1228467226028442,,1.1228467226028442,,1.1228467226028442,,1.1228467226028442,,0,
1972-06-21,1.1469651460647583,,1.1469651460647583,,1.1469651460647583,,1.1469651460647583,,0,
1972-06-22,1.1684046983718872,,1.1684046983718872,,1.1684046983718872,,1.1684046983718872,,0,
1972-06-23,1.1094473600387573,,1.1094473600387573,,1.1094473600387573,,1.1094473600387573,,0,
1972-06-26,1.0772901773452759,,1.0772901773452759,,1.0772901773452759,,1.0772901773452759,,0,
1972-06-27,1.1228467226028442,,1.1228467226028442,,1.1228467226028442,,1.1228467226028442,,0,
1972-06-28,1.13356614112854,,1.13356614112854,,1.13356614112854,,1.13356614112854,,0,
1972-06-29,1.1603655815124512,,1.1603655815124512,,1.1603655815124512,,1.1603655815124512,,0,
1972-06-30,1.1952030658721924,,1.1952030658721924,,1.1952030658721924,,1.1952030658721924,,0,
1972-07-03,1.2407585382461548,,1.2407585382461548,,1.2407585382461548,,1.2407585382461548,,0,
1972-07-05,1.2863166332244873,,1.2863166332244873,,1.2863166332244873,,1.2863166332244873,,0,
1972-07-06,1.2863166332244873,,1.2863166332244873,,1.2863166332244873,,1.2863166332244873,,0,
1972-07-07,1.264877438545227,,1.264877438545227,,1.264877438545227,,1.264877438545227,,0,
1972-07-10,1.2541580200195312,,1.2541580200195312,,1.2541580200195312,,1.2541580200195312,,0,
1972-07-11,1.2568379640579224,,1.2568379640579224,,1.2568379640579224,,1.2568379640579224,,0,
1972-07-12,1.2541580200195312,,1.2541580200195312,,1.2541580200195312,,1.2541580200195312,,0,
1972-07-13,1.2032420635223389,,1.2032420635223389,,1.2032420635223389,,1.2032420635223389,,0,
1972-07-14,1.2112807035446167,,1.2112807035446167,,1.2112807035446167,,1.2112807035446167,,0,
1972-07-17,1.2005620002746582,,1.2005620002746582,,1.2005620002746582,,1.2005620002746582,,0,
1972-07-18,1.2112807035446167,,1.2112807035446167,,1.2112807035446167,,1.2112807035446167,,0,
1972-07-19,1.2112807035446167,,1.2112807035446167,,1.2112807035446167,,1.2112807035446167,,0,
1972-07-20,1.149645447731018,,1.149645447731018,,1.149645447731018,,1.149645447731018,,0,
1972-07-21,1.173763394355774,,1.173763394355774,,1.173763394355774,,1.173763394355774,,0,
1972-07-24,1.1952030658721924,,1.1952030658721924,,1.1952030658721924,,1.1952030658721924,,0,
1972-07-25,1.1844829320907593,,1.1844829320907593,,1.1844829320907593,,1.1844829320907593,,0,
1972-07-26,1.1844829320907593,,1.1844829320907593,,1.1844829320907593,,1.1844829320907593,,0,
1972-07-27,1.1818033456802368,,1.1818033456802368,,1.1818033456802368,,1.1818033456802368,,0,
1972-07-28,1.187163233757019,,1.187163233757019,,1.187163233757019,,1.187163233757019,,0,
1972-07-31,1.1844829320907593,,1.1844829320907593,,1.1844829320907593,,1.1844829320907593,,0,
1972-08-01,1.2139607667922974,,1.2139607667922974,,1.2139607667922974,,1.2139607667922974,,0,
1972-08-02,1.2916758060455322,,1.2916758060455322,,1.2916758060455322,,1.2916758060455322,,0,
1972-08-03,1.3131142854690552,,1.3131142854690552,,1.3131142854690552,,1.3131142854690552,,0,
1972-08-04,1.3157939910888672,,1.3157939910888672,,1.3157939910888672,,1.3157939910888672,,0,
1972-08-07,1.3131142854690552,,1.3131142854690552,,1.3131142854690552,,1.3131142854690552,,0,
1972-08-08,1.2943552732467651,,1.2943552732467651,,1.2943552732467651,,1.2943552732467651,,0,
1972-08-09,1.2943552732467651,,1.2943552732467651,,1.2943552732467651,,1.2943552732467651,,0,
1972-08-10,1.3318735361099243,,1.3318735361099243,,1.3318735361099243,,1.3318735361099243,,0,
1972-08-11,1.3452726602554321,,1.3452726602554321,,1.3452726602554321,,1.3452726602554321,,0,
