Date,Open,High,Low,Close,Adj Close,Volume
1980-03-17 00:00:00,1.6791702508926392,1.7327609538996496,1.6791702508926392,1.6791702508926392,1.6791702508926392,151495
1980-03-18 00:00:00,1.6791705071287326,1.697034012840186,1.6434431076049805,1.6434431076049805,1.6434431076049805,436261
1980-03-19 00:00:00,1.714897632598877,1.7684885353339665,1.714897632598877,1.714897632598877,1.714897632598877,234647
1980-03-20 00:00:00,1.7148974509141104,1.7327609538996496,1.6791702508926392,1.6791702508926392,1.6791702508926392,60370
1980-03-21 00:00:00,1.6791702508926392,1.7327609538996496,1.6791702508926392,1.6791702508926392,1.6791702508926392,53536
1980-03-24 00:00:00,1.6255800968034169,1.6255800968034169,1.5719892978668213,1.5719892978668213,1.5719892978668213,312103
1980-03-25 00:00:00,1.6077170372009277,1.6613070779372243,1.6077170372009277,1.6077170372009277,1.6077170372009277,170859
1980-03-26 00:00:00,1.6077170372009277,1.6613070779372243,1.6077170372009277,1.6077170372009277,1.6077170372009277,195919
1980-03-27 00:00:00,1.4826718776230756,1.4826718776230756,1.4290810823440552,1.4290810823440552,1.4290810823440552,299573
1980-03-28 00:00:00,1.6255806684494019,1.6791708070549554,1.6255806684494019,1.6255806684494019,1.6255806684494019,265402
1980-03-31 00:00:00,1.714897632598877,1.7684885353339665,1.714897632598877,1.714897632598877,1.714897632598877,345136
1980-04-01 00:00:00,1.7148974600630584,1.7506246602751336,1.6970337629318237,1.6970337629318237,1.6970337629318237,242620
1980-04-02 00:00:00,1.6970337629318237,1.7506246602751336,1.6970337629318237,1.6970337629318237,1.6970337629318237,61509
1980-04-03 00:00:00,1.6970337538781783,1.7327609538996496,1.6791702508926392,1.6791702508926392,1.6791702508926392,130992
1980-04-07 00:00:00,1.6434431023454623,1.6434431023454623,1.5898531675338745,1.5898531675338745,1.5898531675338745,137827
1980-04-08 00:00:00,1.6077170372009277,1.6613070779372243,1.6077170372009277,1.6077170372009277,1.6077170372009277,97959
1980-04-09 00:00:00,1.6791702508926392,1.7327609538996496,1.6791702508926392,1.6791702508926392,1.6791702508926392,205031
1980-04-10 00:00:00,1.7506248950958252,1.8042148293754694,1.7506248950958252,1.7506248950958252,1.7506248950958252,214144
1980-04-11 00:00:00,1.7506248950958252,1.8042148293754694,1.7506248950958252,1.7506248950958252,1.7506248950958252,264263
1980-04-14 00:00:00,1.7327609538996496,1.7327609538996496,1.6791702508926392,1.6791702508926392,1.6791702508926392,130992
1980-04-15 00:00:00,1.6791704378786199,1.7148976418785356,1.6613067388534546,1.6613067388534546,1.6613067388534546,123019
1980-04-16 00:00:00,1.6791702508926392,1.7327609538996496,1.6791702508926392,1.6791702508926392,1.6791702508926392,64927
1980-04-17 00:00:00,1.6791704378786199,1.7148976418785356,1.6613067388534546,1.6613067388534546,1.6613067388534546,103655
1980-04-18 00:00:00,1.6613068073668564,1.697034012840186,1.6434431076049805,1.6434431076049805,1.6434431076049805,125297
1980-04-21 00:00:00,1.6434433752659592,1.6613070779372243,1.6077170372009277,1.6077170372009277,1.6077170372009277,135548
1980-04-22 00:00:00,1.6970337629318237,1.7506246602751336,1.6970337629318237,1.6970337629318237,1.6970337629318237,181111
1980-04-23 00:00:00,1.714897632598877,1.7684885353339665,1.714897632598877,1.714897632598877,1.714897632598877,174277
1980-04-24 00:00:00,1.7863510847091675,1.8399419820651837,1.7863510847091675,1.7863510847091675,1.7863510847091675,96820
1980-04-25 00:00:00,1.7863513238985012,1.8042148293754694,1.7506248950958252,1.7506248950958252,1.7506248950958252,27338
1980-04-28 00:00:00,1.7863510847091675,1.8399419820651837,1.7863510847091675,1.7863510847091675,1.7863510847091675,63788
1980-04-29 00:00:00,1.8220776319503784,1.8756685101009911,1.8220776319503784,1.8220776319503784,1.8220776319503784,77456
1980-04-30 00:00:00,1.8399416208267212,1.8935323136108029,1.8399416208267212,1.8399416208267212,1.8399416208267212,126436
1980-05-01 00:00:00,1.8399419820651837,1.8399419820651837,1.7863510847091675,1.7863510847091675,1.7863510847091675,199336
1980-05-02 00:00:00,1.7863510847091675,1.8399419820651837,1.7863510847091675,1.7863510847091675,1.7863510847091675,79734
1980-05-05 00:00:00,1.804214596748352,1.8578054943703337,1.804214596748352,1.804214596748352,1.804214596748352,43284
1980-05-06 00:00:00,1.8042145877942435,1.8399419820651837,1.7863510847091675,1.7863510847091675,1.7863510847091675,158330
1980-05-07 00:00:00,1.786351271392972,1.786351271392972,1.7327611446380615,1.7327611446380615,1.7327611446380615,166303
1980-05-08 00:00:00,1.7148976418785356,1.7148976418785356,1.6613067388534546,1.6613067388534546,1.6613067388534546,103655
1980-05-09 00:00:00,1.6791702508926392,1.7327609538996496,1.6791702508926392,1.6791702508926392,1.6791702508926392,13669
1980-05-12 00:00:00,1.6791702508926392,1.7327609538996496,1.6791702508926392,1.6791702508926392,1.6791702508926392,7973
1980-05-13 00:00:00,1.714897632598877,1.7684885353339665,1.714897632598877,1.714897632598877,1.714897632598877,94542
1980-05-14 00:00:00,1.7506248950958252,1.8042148293754694,1.7506248950958252,1.7506248950958252,1.7506248950958252,582061
1980-05-15 00:00:00,1.7506248950958252,1.8042148293754694,1.7506248950958252,1.7506248950958252,1.7506248950958252,67205
1980-05-16 00:00:00,1.804214596748352,1.8578054943703337,1.804214596748352,1.804214596748352,1.804214596748352,198197
1980-05-19 00:00:00,1.8220776319503784,1.8756685101009911,1.8220776319503784,1.8220776319503784,1.8220776319503784,61509
1980-05-20 00:00:00,1.8042148293754694,1.8042148293754694,1.7506248950958252,1.7506248950958252,1.7506248950958252,201614
